FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,REPORT_PERIOD,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,PARENT_COMPANY_LEGAL_ID,CURRENT_DATE
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","1562.05","0.46","2.63","-0.83","13.27","29.79","29.36","9.08","5.28","8.35","-0.96","0.64","79.8","0.6","1522.17","1566.6","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202412","1513.33","0.46","2.63","0.07","13.35","30.91","28.87","9.39","5.2","8.35","-0.48","0.61","79.7","0.63","1478.36","1504.75","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202501","1457.03","0.59","2.51","-0.71","-0.71","28.72","27.34","8.78","4.95","8.35","-0.84","0.55","80.7","0.64","1383.51","1450.45","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202502","1415.99","0.59","2.51","1.34","0.62","31.61","30.29","9.59","5.43","8.35","-1.8","0.6","80.3","0.72","1352.99","1396.48","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","1419.64","0.59","2.51","2.84","3.48","38.46","50.33","11.46","8.49","6.62","2.88","0.97","80.7","0.61","1387.13","1427.92","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","1394.71","0.59","2.51","-2.31","1.09","32.73","41.47","9.9","7.18","6.62","2.28","0.74","80.6","0.53","1344.19","1356.78","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","1343.02","0.59","2.51","-2.46","-1.4","30.05","33.21","9.15","5.9","6.58","1.56","0.52","80.3","0.5","1294.28","1317.85","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","1235.2","0.59","2.51","-2.19","-3.56","28.94","29.36","8.84","5.28","6.72","1.8","0.36","79.7","0.45","1206.41","1217.17","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","1121.06","0.59","2.51","0.81","-2.78","29.2","29.59","8.91","5.32","6.72","1.8","0.37","80.1","0.47","1077.21","1109.7","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","1059.31","0.59","2.51","-0.81","-3.56","31.34","28.47","9.51","5.14","6.72","1.68","0.3","80.3","0","1020.44","1048.6","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","1019.33","0.59","2.51","-0.23","-3.79","29.01","25.39","8.86","4.63","6.69","1.32","0.24","79.9","0","992.54","1005.67","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","964.34","0.59","2.51","-1.56","-5.29","27.01","24.01","8.3","4.4","6.72","0.96","0.14","79.9","0","923.39","955.94","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","907.57","0.59","2.51","0.78","-4.55","26.49","23.98","8.15","4.39","6.72","1.08","0.15","80.4","0","891.2","897.58","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","837.42","0.59","2.51","-1.87","-6.33","21.37","23.44","6.67","4.3","6.75","1.08","0.06","80.5","0","796.31","824.65","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","762.3","0.59","","-2.08","-2.08","16.03","17.54","5.08","3.28","6.75","0.72","-0.11","80.9","0","726.46","753.74","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","749.67","0.59","","1.49","-0.62","12.53","19.53","4.01","3.63","6.75","0.96","-0.05","81.4","0","703.92","739.29","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","720.88","0.59","","-0.65","-1.27","16.18","16.46","5.13","3.09","6.75","0.84","-0.13","81.2","0","684.53","713.11","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","672.65","0.59","","-5.56","-6.76","8.08","11.85","2.62","2.27","7.17","0.6","-0.36","81.2","0","634.32","661.2","520023185","2026-07-06T00:00:00"
"12881","הפניקס אג""ח סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","640.89","0.59","","-3.76","-10.26","2.03","6.78","0.67","1.32","7.38","0.12","-0.54","81.6","0","600.25","627.75","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","315.11","0.57","2.63","1.5","1.5","24.73","","7.64","","","","","96.8","287.38","225.83","284.83","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","355.75","0.57","2.63","3.02","4.57","25.3","","7.81","","","","","96.6","325.87","253.2","332.42","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","411.48","0.57","2.63","5.3","10.11","27.01","","8.3","","","","","96.8","377.97","285.36","395.64","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","432.67","0.57","2.63","-1.62","8.32","23.59","","7.32","","","","","96.2","410.76","411","430.21","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","481.42","0.57","2.63","3.4","12.01","26.05","","8.02","","","","","95.9","452.32","452.29","471.88","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","529.64","0.57","2.63","3.42","15.84","28.14","","8.62","","","","","96.5","496.68","497.21","522.63","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","578.59","0.57","2.63","1","17","31.97","","9.69","","","","","97","548.6","548.88","565.43","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","585.97","0.57","2.63","-1.13","15.67","29.21","81.53","8.92","12.67","12.61","","1.05","96.3","531.49","532.14","573.91","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","640.07","0.57","2.63","3.43","19.64","36.62","83.65","10.96","12.93","12.64","0.6","1.05","96.7","566.7","591.21","632.59","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","656.04","0.57","2.63","-1.91","17.36","30.69","73.66","9.33","11.67","12.64","1.08","0.93","96.9","606.42","625.53","652.83","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","695.73","0.57","2.63","2.17","19.9","37.11","75.53","11.09","11.91","12.64","1.08","0.96","96.5","633.52","639.48","700.58","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202412","680.46","0.57","2.63","-1.69","17.88","34","66.47","10.25","10.73","12.64","0.84","0.85","96.4","622.92","644.55","681.43","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202501","676.02","0.71","2.51","1.41","1.41","39.26","73.29","11.67","11.62","12.54","1.68","0.9","96.8","623.16","642.57","681.45","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202502","657.08","0.71","2.51","-0.61","0.79","39.63","85.16","11.77","13.11","12.06","1.68","0.95","96.6","606.09","497.38","650.08","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","641.1","0.71","2.51","-1","-0.22","38.91","109.97","11.58","15.99","10.32","2.76","1.11","96.9","599.69","644.84","636.76","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","627.87","0.71","2.51","-1.42","-1.63","42.6","89.9","12.56","13.69","9.77","2.16","0.96","97.3","565.62","602.17","618.97","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","642.64","0.71","2.51","2.11","0.44","44.27","84.22","12.99","13","9.6","1.8","0.97","96.1","583.97","618.6","634.26","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","632.16","0.71","2.51","0.76","1.21","50.37","80.42","14.57","12.53","9.56","0.48","0.94","95.4","575.63","599.5","622.44","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","604.52","0.71","2.51","1.76","2.99","48.43","78.2","14.07","12.25","9.53","0.48","0.96","95.5","568.02","590.45","595.12","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","595.69","0.71","2.51","0.36","3.36","56.18","70.11","16.02","11.21","9.35","0.36","0.9","97","527.55","571.5","579.47","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","602.65","0.71","2.51","2.8","6.25","65.3","74.08","18.24","11.72","9.39","0","0.98","96.8","531.7","582.95","590.77","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","586.64","0.71","2.51","0.35","6.62","56.83","79.07","16.18","12.36","9.25","0.6","1","96.3","529.62","563.35","577.77","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","570.93","0.71","2.51","0.47","7.12","52.16","64.31","15.02","10.44","8.42","0.72","0.93","96.4","519.54","551.03","563.25","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","540.73","0.71","2.51","-1.07","5.98","53.95","57.9","15.47","9.57","8.42","0.36","0.82","96.1","494.04","356.39","529.06","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","522.69","0.74","","0.33","0.33","47.23","54.02","13.76","9.02","8.35","0.24","0.78","95.9","471.77","501.49","509.84","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","516.26","0.74","","1.55","1.89","45.09","52.52","13.21","8.81","8.35","-0.12","0.79","96.3","470.78","499.72","502.61","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","478.4","0.74","","-6.07","-4.3","34.96","37.91","10.51","6.64","8.73","-0.72","0.39","96.9","462.87","494.94","470.79","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","504.73","0.74","","3.81","-0.65","37.03","41.59","11.07","7.2","8.87","-0.36","0.51","96.6","486.67","504.46","488.53","520023185","2026-07-06T00:00:00"
"12882","הפניקס מניות סחיר","7","הפניקס חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","512.46","0.74","","0.85","0.19","35.15","40.85","10.56","7.09","8.87","0.84","0.51","95.4","495.35","511.9","486.78","520023185","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","9.66","0.67","","0.8","0.8","","","","","","","","98.4","7.89","5.99","1.19","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","10.69","0.67","","3.95","4.78","","","","","","","","98.2","9.01","6.06","1.25","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","12.44","0.67","","3.48","8.43","","","","","","","","98.4","10.12","6.73","1.41","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","12.99","0.67","","-1.71","6.57","","","","","","","","98.4","10.77","7.51","1.45","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","13.83","0.67","","1.67","8.35","","","","","","","","98.5","11.29","7.17","1.51","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","14.28","0.67","","1.71","10.21","","","","","","","","98.5","11.95","7.42","1.6","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","15.16","0.67","","1.23","11.56","","","","","","","","98.3","12.49","7.88","1.87","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","15.72","0.67","","1.45","13.18","","","","","","","","98.4","12.85","7.93","1.86","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","16.75","0.67","","2.37","15.86","","","","","","","","98.4","13.62","8.18","1.92","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","18.18","0.67","","1.54","17.65","","","","","","","","98.5","14.68","8.37","1.91","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","19.8","0.67","","3.34","21.58","","","","","","","","98.3","15.87","8.65","1.93","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202412","21.54","0.67","","1.38","23.25","17.06","","5.39","","","","","98.4","17.53","9.35","1.91","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202501","23.41","0.72","","2.09","2.09","25.51","","7.87","","","","","98.5","19.13","9.53","1.92","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202502","24.61","0.72","","0.45","2.55","27.54","","8.45","","","","","98.6","20.39","9.44","1.91","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","24.85","0.72","","-3.7","-1.24","20.39","","6.38","","","","","98.6","20.43","9.78","1.84","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","27.93","0.72","","1.74","0.47","25.2","","7.78","","","","","98.8","23","10.32","1.77","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","31.34","0.72","","5.48","5.98","39.16","","11.64","","","","","98.8","25.71","11.69","2.18","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","36.83","0.72","","5.63","11.95","53.39","","15.33","","","","","98.6","32.03","12.81","2.18","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","41.85","0.72","","2.02","14.21","48.7","","14.14","","","","","98.3","34.78","13.23","2.24","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","45.8","0.72","","0.53","14.81","48.59","","14.11","","","","","98.4","38.14","14.84","2.66","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","52.18","0.72","","3.14","18.42","65.83","","18.36","","","","","98.5","43.45","16.02","2.8","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","57.14","0.72","","2.47","21.34","65.91","","18.38","","","","","98.3","48.2","17.87","4.05","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","63.69","0.72","","1.24","22.85","67.7","","18.81","","","","","97.8","55.71","18.3","3.99","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","70.19","0.72","","2.35","25.73","77.31","","21.04","","","","","97.3","63.22","18.44","8.63","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","80.16","0.66","","5.41","5.41","82.38","","22.18","","","","","97","69.67","18.33","8.71","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","88.91","0.66","","1.99","7.51","88.48","","23.53","","","","","95.9","80.07","18.27","8.88","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","96.1","0.66","","-2.97","4.31","82.59","","22.22","","","","","96.6","85.26","16.39","8.27","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","110.87","0.66","","7.7","12.35","93.88","","24.69","","","","","96.8","92.65","17.56","8.92","513910703","2026-07-06T00:00:00"
"12895","איי. די. איי. מסלול מניות","60","ישיר -איי. די. איי. חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","126.68","0.66","","3.01","15.73","96.99","","25.36","","","","","95.6","109.67","19.66","9.26","513910703","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","186.52","0.68","2.63","1.56","1.56","16.42","","5.2","","","","","99.9","182.18","183.24","93.38","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","199.34","0.68","2.63","4.49","6.12","18.67","","5.87","","","","","99.9","192.74","193.78","101.89","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","211.7","0.68","2.63","3.93","10.29","20.2","","6.32","","","","","99.7","205.51","206.58","111.45","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","204.79","0.68","2.63","-3.81","6.09","13.72","","4.38","","","","","99.3","199.6","200.69","103.41","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","217.72","0.68","2.63","4.74","11.12","18.49","","5.82","","","","","99.4","214.35","215.44","113.21","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","229.69","0.68","2.63","5.51","17.24","20.86","","6.52","","","","","99.2","227.61","228.72","125.31","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","229.7","0.68","2.63","-0.01","17.23","20.49","","6.41","","","","","99.6","227.44","228.56","121.26","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","230.26","0.68","2.63","-0.54","16.59","16.74","","5.29","","","","","99.9","222.16","223.25","120.24","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","236.92","0.68","2.63","2.9","19.98","25.57","","7.89","","","","","99.8","232.74","233.84","126.97","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","235.51","0.68","2.63","-1.04","18.73","18.95","","5.96","","","","","99.8","230.33","232.52","124.54","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","243.13","0.68","2.63","4.41","23.96","24.53","77.95","7.59","12.22","15.24","4.08","0.78","99.4","238.7","239.76","131.67","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202412","235.04","0.68","2.63","-1.61","21.97","21.62","75.7","6.74","11.93","15.28","4.44","0.72","99.5","234.69","235.75","115.65","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202501","238.3","0.72","2.77","1.42","1.42","30.97","77.16","9.41","12.12","15.28","4.68","0.74","99","234.14","235.18","97.6","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202502","228.13","0.72","2.77","-3.01","-1.63","29.61","84.33","9.03","13.01","14.96","5.16","0.7","99.1","227.85","228.9","90.83","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","212.99","0.72","2.77","-5.99","-7.52","19.14","87.4","6.01","13.38","14.79","0.96","0.58","99.6","212.93","214.02","81.47","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","210.9","0.72","2.77","-0.71","-8.18","28.75","67.4","8.79","10.85","14.1","0.36","0.48","99.9","207.8","208.87","86.52","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","223.58","0.72","2.77","6.55","-2.17","36.61","67.83","10.96","10.91","14.13","0.12","0.57","99.2","221.33","222.37","100.36","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","232.79","0.72","2.77","5.11","2.83","53.72","70.69","15.41","11.29","14.2","-1.32","0.65","98.2","226.4","227.4","97.93","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","237.31","0.72","2.77","2.92","5.83","47.06","68.78","13.72","11.04","14.17","-0.96","0.68","98.4","233.71","234.72","104.69","520030677","2026-07-06T00:00:00"
"12900","איילון חברה לביטוח בע""מ  מניות סחיר","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","235.97","0.72","2.77","0.7","6.58","56.53","58.4","16.11","9.64","13.86","-1.44","0.63","98","229.32","230.32","102.32","520030677","2026-07-06T00:00:00"
